City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kota kinabalu,5.9749,116.0724,82.38,83,20,4.61,MY,1684420388
363,nicoya,10.1483,-85.452,91.02,46,4,6.51,CR,1684420388
364,sabang,5.8933,95.3214,84.13,76,80,13.78,ID,1684420388
365,phanom sarakham,13.7479,101.3553,90.93,58,88,11.63,TH,1684420244
366,vilyuysk,63.7553,121.6247,34.11,76,64,3.89,RU,1684420389
367,kayangel,8.0823,134.7173,83.17,73,98,2.73,PW,1684420389
368,haiku-pauwela,20.9219,-156.3051,73.04,82,0,1.01,US,1684420244
369,praia da vitoria,38.7333,-27.0667,68.25,88,75,11.63,PT,1684420389
370,uray,60.1247,64.7758,60.33,37,0,6.29,RU,1684420206
371,andapa,-14.65,49.65,70.39,94,18,1.86,MG,1684420245
372,voronovytsya,49.1095,28.6808,71.1,49,33,6.33,UA,1684420246
373,tutoia,-2.7619,-42.2744,84.81,74,94,9.17,BR,1684420391
374,yaren,-0.5472,166.916,83.12,77,78,7.83,NR,1684420246
375,alpine,32.835,-116.7664,67.91,84,100,0.0,US,1684420243
376,fengxiang,47.5833,130.8333,54.66,43,66,5.28,CN,1684420392
377,manaure,11.7751,-72.4445,89.04,58,98,13.65,CO,1684420392
378,ushtobe,45.2514,77.9838,57.97,53,100,8.77,KZ,1684420248
379,tibati,6.4667,12.6333,87.42,47,100,2.48,CM,1684420393
380,remire-montjoly,4.9167,-52.2667,82.44,74,100,8.05,GF,1684420123
381,charters towers,-20.1,146.2667,57.42,41,2,5.06,AU,1684420249
382,balcarce,-37.8462,-58.2552,61.39,71,94,14.52,AR,1684420249
383,fort st. john,56.2499,-120.8529,48.09,61,75,2.3,CA,1684420249
384,quellon,-43.1167,-73.6167,50.25,87,75,10.36,CL,1684420394
385,holualoa,19.6228,-155.9522,71.44,84,75,5.01,US,1684420091
386,mount carmel,38.4109,-87.7614,66.78,59,1,7.81,US,1684420395
387,amga,60.8953,131.9608,37.83,89,84,0.49,RU,1684420250
388,tabriz,38.08,46.2919,78.26,21,20,19.57,IR,1684420250
389,arauco,-37.2463,-73.3175,58.17,54,20,2.53,CL,1684420250
390,bandraboua,-12.7044,45.1223,83.88,70,25,4.72,YT,1684420251
391,yung shue wan,22.2333,114.1167,84.56,86,2,6.02,HK,1684420251
392,monaghan,54.25,-6.9667,62.38,88,100,9.55,IE,1684420251
393,gazojak,41.1875,61.4036,72.39,24,6,13.51,TM,1684420396
394,oruro,-17.9833,-67.15,45.09,36,0,5.75,BO,1684420251
395,hengchun,22.0042,120.7439,81.1,88,6,13.73,TW,1684420396
396,tukrah,32.5341,20.5791,72.99,44,66,9.98,LY,1684420252
397,luderitz,-26.6481,15.1594,64.78,64,0,25.37,NA,1684420252
398,gobabis,-22.45,18.9667,77.45,10,0,14.99,NA,1684420397
399,smara,26.7384,-11.6719,79.36,27,0,22.75,EH,1684420397
400,karachi,24.9056,67.0822,85.82,70,20,16.11,PK,1684420253
401,palikir - national government center,6.9248,158.1611,81.34,78,100,8.05,FM,1684420397
402,bafata,12.1667,-14.75,106.07,22,74,3.89,GW,1684420398
403,yarmouth,41.7057,-70.2286,54.97,34,0,13.8,US,1684420069
404,dickson city,41.4715,-75.6077,56.95,36,0,3.0,US,1684420398
405,fort bragg,35.139,-79.006,71.91,59,0,14.97,US,1684420398
406,undurkhaan,47.3194,110.6556,50.09,59,32,10.8,MN,1684420398
407,galeana,24.8333,-100.0667,68.85,51,24,0.63,MX,1684420254
408,casablanca,33.5928,-7.6192,73.62,64,40,11.5,MA,1684420031
409,chenzhou,25.8,113.0333,71.64,90,9,1.39,CN,1684420254
410,grajau,-5.8194,-46.1386,84.15,75,99,5.44,BR,1684420254
411,szamotuly,52.612,16.5779,64.31,49,93,8.19,PL,1684420399
412,verkhnevilyuysk,63.4453,120.3167,32.7,73,8,4.21,RU,1684420255
413,yatou,37.15,122.3833,59.05,91,0,5.14,CN,1684420255
414,chadron,42.8294,-102.9999,51.55,82,100,4.61,US,1684420210
415,ishim,56.1128,69.4902,49.96,50,100,7.85,RU,1684420255
416,chunskiy,56.0815,99.6342,39.0,83,100,9.01,RU,1684420255
417,bereket,39.2446,55.5154,76.86,25,13,7.0,TM,1684420256
418,egilsstadir,65.2653,-14.3948,55.31,62,75,16.11,IS,1684420400
